authority_code,authority_name,tier,tier_label,region,party_standardised,metric_party_family,challenger_party_family,party_group,vote_share_2018,vote_share_2022,swing_pp,challenger_party,is_challenger,swing_abs_rank,party_label_norm,party_colour_hex
E09000010,Enfield,2,London Borough,London,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Minor,0.0361470669237124,0.0,-0.036147,LAB,False,12.0,OTHER,#9CA3AF
E09000010,Enfield,2,London Borough,London,Freedom Alliance,Freedom Alliance,Freedom Alliance,Minor,0.0,0.0402417278965371,0.040242,LAB,False,11.0,OTHER,#9CA3AF
E09000010,Enfield,2,London Borough,London,GREEN,GREEN,GREEN,,4.47535114293583,8.205843376419734,3.730492,LAB,False,3.0,GREEN,#02A95B
E09000010,Enfield,2,London Borough,London,IND,IND,IND,Independent,0.5129440925364913,0.703189503847248,0.190245,LAB,False,9.0,IND,#6B7280
E09000010,Enfield,2,London Borough,London,Independents For Direct Democracy,Independents For Direct Democracy,Independents For Direct Democracy,Minor,0.091658633985128,0.0,-0.091659,LAB,False,10.0,IND,#6B7280
E09000010,Enfield,2,London Borough,London,LAB,LAB,LAB,,54.31957449738364,61.43524204011685,7.115668,LAB,True,2.0,LAB,#E4003B
E09000010,Enfield,2,London Borough,London,LD,LD,LD,,4.322156430735335,6.985408904523031,2.663252,LAB,False,5.0,LD,#FAA61A
E09000010,Enfield,2,London Borough,London,REFORM,REFORM,REFORM,,0.4453835031671716,0.0,-0.445384,LAB,False,7.0,REFORM,#6B2FBE
E09000010,Enfield,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,3.5107438475254806,3.510744,LAB,False,4.0,OTHER,#9CA3AF
E09000010,Enfield,2,London Borough,London,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,0.3128442577802258,0.0,-0.312844,LAB,False,8.0,OTHER,#9CA3AF
E09000010,Enfield,2,London Borough,London,YORKS,YORKS,YORKS,,0.0,0.4933080781799637,0.493308,LAB,False,6.0,YORKS,#228B22
E09000011,Greenwich,2,London Borough,London,British National Party,British National Party,British National Party,Minor,0.0644714910211655,0.0,-0.064471,LAB,False,12.0,OTHER,#9CA3AF
E09000011,Greenwich,2,London Borough,London,CON,CON,CON,,23.624870270780264,18.978660955100747,-4.646209,LAB,False,2.0,CON,#0087DC
E09000011,Greenwich,2,London Borough,London,Communist Party Of Britain,Communist Party Of Britain,Communist Party Of Britain,Minor,0.0,0.0313342852609868,0.031334,LAB,False,15.0,OTHER,#9CA3AF
E09000011,Greenwich,2,London Borough,London,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Minor,0.0262079231793355,0.0,-0.026208,LAB,False,16.0,OTHER,#9CA3AF
E09000011,Greenwich,2,London Borough,London,GREEN,GREEN,GREEN,,7.595580295835037,6.295811518324608,-1.299769,LAB,False,7.0,GREEN,#02A95B
E09000011,Greenwich,2,London Borough,London,IND,IND,IND,Independent,0.7264836305311823,0.0468031096303347,-0.679681,LAB,False,8.0,IND,#6B7280
E09000011,Greenwich,2,London Borough,London,Independents For Direct Democracy,Independents For Direct Democracy,Independents For Direct Democracy,Minor,0.0534641632858445,0.0,-0.053464,LAB,False,13.0,IND,#6B7280
E09000011,Greenwich,2,London Borough,London,LAB,LAB,LAB,,56.04249876822761,64.2261621450103,8.183663,LAB,True,1.0,LAB,#E4003B
E09000011,Greenwich,2,London Borough,London,LD,LD,LD,,8.547976224172093,5.865064255116611,-2.682912,LAB,False,4.0,LD,#FAA61A
E09000011,Greenwich,2,London Borough,London,Official Monster Raving Loony Party,Official Monster Raving Loony Party,Official Monster Raving Loony Party,Minor,0.0555607971401914,0.0495795652863715,-0.005981,LAB,False,17.0,OTHER,#9CA3AF
E09000011,Greenwich,2,London Borough,London,REFORM,REFORM,REFORM,,0.3223574551058276,0.1304934158337299,-0.191864,LAB,False,10.0,REFORM,#6B2FBE
E09000011,Greenwich,2,London Borough,London,Renew,Renew,Renew,Minor,0.1158390204526632,0.0,-0.115839,LAB,False,11.0,OTHER,#9CA3AF
E09000011,Greenwich,2,London Borough,London,The Plumstead Party,The Plumstead Party,ILP,ILP,2.4829386420102524,0.0,-2.482939,LAB,False,5.0,IND,#6B7280
E09000011,Greenwich,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0,0.0404569252736792,0.040457,LAB,False,14.0,OTHER,#9CA3AF
E09000011,Greenwich,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,3.028319847691576,3.02832,LAB,False,3.0,OTHER,#9CA3AF
E09000011,Greenwich,2,London Borough,London,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,0.3417513182585359,0.0,-0.341751,LAB,False,9.0,OTHER,#9CA3AF
E09000011,Greenwich,2,London Borough,London,YORKS,YORKS,YORKS,,0.0,1.3073139774710454,1.307314,LAB,False,6.0,YORKS,#228B22
E09000012,Hackney,2,London Borough,London,CON,CON,CON,,11.01580667000265,4.682569147948765,-6.333238,UNKNOWN,False,3.0,CON,#0087DC
E09000012,Hackney,2,London Borough,London,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Minor,0.0141288670414741,0.0,-0.014129,UNKNOWN,False,10.0,OTHER,#9CA3AF
E09000012,Hackney,2,London Borough,London,GREEN,GREEN,GREEN,,16.739763930179848,4.862013489264278,-11.87775,UNKNOWN,False,2.0,GREEN,#02A95B
E09000012,Hackney,2,London Borough,London,IND,IND,IND,Independent,0.100668177670503,0.0270713445950126,-0.073597,UNKNOWN,False,7.0,IND,#6B7280
E09000012,Hackney,2,London Borough,London,Independent Network,Independent Network,ILP,ILP,0.0,0.7715333209578615,0.771533,UNKNOWN,False,6.0,IND,#6B7280
E09000012,Hackney,2,London Borough,London,LAB,LAB,LAB,,62.99119889323875,59.03216075737887,-3.959038,UNKNOWN,False,4.0,LAB,#E4003B
E09000012,Hackney,2,London Borough,London,LD,LD,LD,,8.800518058458188,5.696197636284883,-3.10432,UNKNOWN,False,5.0,LD,#FAA61A
E09000012,Hackney,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.1036116916374768,0.0738660973949631,-0.029746,UNKNOWN,False,9.0,OTHER,#9CA3AF
E09000012,Hackney,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,24.65503372316069,24.655034,UNKNOWN,True,1.0,OTHER,#9CA3AF
E09000012,Hackney,2,London Borough,London,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,0.2343037117711123,0.1995544830146649,-0.034749,UNKNOWN,False,8.0,OTHER,#9CA3AF
E09000013,Hammersmith and Fulham,2,London Borough,London,CON,CON,CON,,33.82654350450628,2.7136255346020266,-31.112918,LAB,False,1.0,CON,#0087DC
E09000013,Hammersmith and Fulham,2,London Borough,London,GREEN,GREEN,GREEN,,0.4632619254850212,15.508481873762165,15.04522,LAB,False,3.0,GREEN,#02A95B
E09000013,Hammersmith and Fulham,2,London Borough,London,IND,IND,IND,Independent,0.0624701687396467,0.105054680099888,0.042585,LAB,False,8.0,IND,#6B7280
E09000013,Hammersmith and Fulham,2,London Borough,London,LAB,LAB,LAB,,54.33290282730157,71.06518556789806,16.732283,LAB,True,2.0,LAB,#E4003B
E09000013,Hammersmith and Fulham,2,London Borough,London,LD,LD,LD,,11.18637167644664,4.934125548953759,-6.252246,LAB,False,4.0,LD,#FAA61A
E09000013,Hammersmith and Fulham,2,London Borough,London,REFORM,REFORM,REFORM,,0.1284498975208468,0.0,-0.12845,LAB,False,7.0,REFORM,#6B2FBE
E09000013,Hammersmith and Fulham,2,London Borough,London,Social Democratic Party,Social Democratic Party,Social Democratic Party,Minor,0.0,0.0281293952180028,0.028129,LAB,False,9.0,OTHER,#9CA3AF
E09000013,Hammersmith and Fulham,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0,0.2818680214701914,0.281868,LAB,False,6.0,OTHER,#9CA3AF
E09000013,Hammersmith and Fulham,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,5.363529377995924,5.363529,LAB,False,5.0,OTHER,#9CA3AF
E09000014,Haringey,2,London Borough,London,CON,CON,CON,,7.751747392083172,21.18898183750101,13.437234,CON,True,2.0,CON,#0087DC
E09000014,Haringey,2,London Borough,London,Christian Peoples Alliance,Christian Peoples Alliance,Christian Peoples Alliance,Minor,0.033618167860028,0.0495259020467704,0.015908,CON,False,13.0,OTHER,#9CA3AF
E09000014,Haringey,2,London Borough,London,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Minor,0.0978439213836635,0.0,-0.097844,CON,False,8.0,OTHER,#9CA3AF
E09000014,Haringey,2,London Borough,London,English Democrats,English Democrats,English Democrats,Minor,0.043653441848096,0.0,-0.043653,CON,False,11.0,OTHER,#9CA3AF
E09000014,Haringey,2,London Borough,London,Federalist Party Of The United Kingdom,Federalist Party Of The United Kingdom,Federalist Party Of The United Kingdom,Minor,0.0220776027737497,0.0,-0.022078,CON,False,12.0,OTHER,#9CA3AF
E09000014,Haringey,2,London Borough,London,GREEN,GREEN,GREEN,,10.362423920079078,4.682899156258723,-5.679525,CON,False,4.0,GREEN,#02A95B
E09000014,Haringey,2,London Borough,London,IND,IND,IND,Independent,0.1440061817287766,0.283648348086049,0.139642,CON,False,7.0,IND,#6B7280
E09000014,Haringey,2,London Borough,London,Independents For Direct Democracy,Independents For Direct Democracy,Independents For Direct Democracy,Minor,0.0667345720206525,0.0,-0.066735,CON,False,9.0,IND,#6B7280
E09000014,Haringey,2,London Borough,London,LAB,LAB,LAB,,57.328007947937,67.53216932455675,10.204161,CON,False,3.0,LAB,#E4003B
E09000014,Haringey,2,London Borough,London,LD,LD,LD,,23.96323075610772,5.737800869854935,-18.22543,CON,False,1.0,LD,#FAA61A
E09000014,Haringey,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.1866560961780659,0.1409237030967196,-0.045732,CON,False,10.0,OTHER,#9CA3AF
E09000014,Haringey,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.212060907854808,0.212061,CON,False,5.0,OTHER,#9CA3AF
E09000014,Haringey,2,London Borough,London,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,0.0,0.1719899507442392,0.17199,CON,False,6.0,OTHER,#9CA3AF
E09000015,Harrow,2,London Borough,London,CON,CON,CON,,45.08344299131129,10.13508880202976,-34.948354,LAB,False,1.0,CON,#0087DC
E09000015,Harrow,2,London Borough,London,GREEN,GREEN,GREEN,,1.3881037324883732,12.455141831813298,11.067038,LAB,False,3.0,GREEN,#02A95B
E09000015,Harrow,2,London Borough,London,IND,IND,IND,Independent,0.3833674579459675,1.855128117214108,1.471761,LAB,False,5.0,IND,#6B7280
E09000015,Harrow,2,London Borough,London,Independent Network,Independent Network,ILP,ILP,0.0,0.0964593476422318,0.096459,LAB,False,11.0,IND,#6B7280
E09000015,Harrow,2,London Borough,London,LAB,LAB,LAB,,46.62546377011254,59.58856202427484,12.963098,LAB,True,2.0,LAB,#E4003B
E09000015,Harrow,2,London Borough,London,LD,LD,LD,,6.365229949216876,13.82568744428444,7.460457,LAB,False,4.0,LD,#FAA61A
E09000015,Harrow,2,London Borough,London,National Liberal Party - True Liberalism,National Liberal Party - True Liberalism,National Liberal Party - True Liberalism,Minor,0.1543920989249559,0.0,-0.154392,LAB,False,10.0,OTHER,#9CA3AF
E09000015,Harrow,2,London Borough,London,REFORM,REFORM,REFORM,,0.0,0.2185192804406958,0.218519,LAB,False,9.0,REFORM,#6B2FBE
E09000015,Harrow,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0,0.6715582070447325,0.671558,LAB,False,6.0,OTHER,#9CA3AF
E09000015,Harrow,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.6208141900386295,0.620814,LAB,False,7.0,OTHER,#9CA3AF
E09000015,Harrow,2,London Borough,London,YORKS,YORKS,YORKS,,0.0,0.533040755217262,0.533041,LAB,False,8.0,YORKS,#228B22
E09000016,Havering,2,London Borough,London,British National Party,British National Party,British National Party,Minor,0.0607974850601301,0.0,-0.060797,LAB,False,18.0,OTHER,#9CA3AF
E09000016,Havering,2,London Borough,London,CON,CON,CON,,37.115134619472,7.458250088755543,-29.656885,LAB,False,1.0,CON,#0087DC
E09000016,Havering,2,London Borough,London,English Constitution Party,English Constitution Party,English Constitution Party,Minor,0.0,0.0922361523950074,0.092236,LAB,False,16.0,OTHER,#9CA3AF
E09000016,Havering,2,London Borough,London,GREEN,GREEN,GREEN,,1.8980678262674795,7.715119071651827,5.817051,LAB,False,4.0,GREEN,#02A95B
E09000016,Havering,2,London Borough,London,Harold Wood Hill Park Residents Association,Harold Wood Hill Park Residents Association,ILP,ILP,4.222212336452294,3.2609830633540544,-0.961229,LAB,False,14.0,IND,#6B7280
E09000016,Havering,2,London Borough,London,Havering Residents Association,Havering Residents Association,ILP,ILP,2.6894237090420194,7.299186233493208,4.609763,LAB,False,5.0,IND,#6B7280
E09000016,Havering,2,London Borough,London,Hornchurch And Upminster Independents,Hornchurch And Upminster Independents,ILP,ILP,0.0,0.069264129534364,0.069264,LAB,False,17.0,IND,#6B7280
E09000016,Havering,2,London Borough,London,Hornchurch Residents Association,Hornchurch Residents Association,ILP,ILP,10.96875602414105,8.69839126227785,-2.270365,LAB,False,8.0,IND,#6B7280
E09000016,Havering,2,London Borough,London,IND,IND,IND,Independent,1.773507125168676,0.104418285730197,-1.669089,LAB,False,11.0,IND,#6B7280
E09000016,Havering,2,London Borough,London,LAB,LAB,LAB,,20.555481412281093,45.50931759169666,24.953836,LAB,True,2.0,LAB,#E4003B
E09000016,Havering,2,London Borough,London,LD,LD,LD,,1.5461344168137174,9.913123986272476,8.36699,LAB,False,3.0,LD,#FAA61A
E09000016,Havering,2,London Borough,London,National Front,National Front,National Front,Minor,0.0247144248211911,0.0,-0.024714,LAB,False,19.0,OTHER,#9CA3AF
E09000016,Havering,2,London Borough,London,Pettits Residents Association,Pettits Residents Association,ILP,ILP,1.90844788469238,0.0,-1.908448,LAB,False,10.0,IND,#6B7280
E09000016,Havering,2,London Borough,London,REFORM,REFORM,REFORM,,3.162952088616042,0.0595184228662123,-3.103434,LAB,False,6.0,REFORM,#6B2FBE
E09000016,Havering,2,London Borough,London,Rainham Independent Residents Association,Rainham Independent Residents Association,ILP,ILP,3.3799447385461,2.0507751317410707,-1.32917,LAB,False,13.0,IND,#6B7280
E09000016,Havering,2,London Borough,London,The Harold Hill Independent Party,The Harold Hill Independent Party,ILP,ILP,2.088863185887075,0.0,-2.088863,LAB,False,9.0,IND,#6B7280
E09000016,Havering,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0,0.1809916952656749,0.180992,LAB,False,15.0,OTHER,#9CA3AF
E09000016,Havering,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,1.5105845335635175,1.510585,LAB,False,12.0,OTHER,#9CA3AF
E09000016,Havering,2,London Borough,London,Upminster And Cranham Residents Association,Upminster And Cranham Residents Association,ILP,ILP,8.605562722738753,6.077840351402338,-2.527722,LAB,False,7.0,IND,#6B7280
E09000017,Hillingdon,2,London Borough,London,British National Party,British National Party,British National Party,Minor,0.0666657342787746,0.0,-0.066666,LAB,False,14.0,OTHER,#9CA3AF
E09000017,Hillingdon,2,London Borough,London,CON,CON,CON,,54.24586136324434,9.73330981731769,-44.512552,LAB,False,1.0,CON,#0087DC
E09000017,Hillingdon,2,London Borough,London,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Minor,0.1445201232616793,0.0,-0.14452,LAB,False,8.0,OTHER,#9CA3AF
E09000017,Hillingdon,2,London Borough,London,GREEN,GREEN,GREEN,,4.935595306359351,5.298529630179711,0.362934,LAB,False,6.0,GREEN,#02A95B
E09000017,Hillingdon,2,London Borough,London,IND,IND,IND,Independent,0.5132795345519643,0.1383113025397297,-0.374968,LAB,False,5.0,IND,#6B7280
E09000017,Hillingdon,2,London Borough,London,Independents For Direct Democracy,Independents For Direct Democracy,Independents For Direct Democracy,Minor,0.0713276737388288,0.0,-0.071328,LAB,False,13.0,IND,#6B7280
E09000017,Hillingdon,2,London Borough,London,LAB,LAB,LAB,,38.47032442436703,69.60075375018565,31.130429,LAB,True,2.0,LAB,#E4003B
E09000017,Hillingdon,2,London Borough,London,LD,LD,LD,,1.5524258401980393,13.81256497846428,12.260139,LAB,False,3.0,LD,#FAA61A
E09000017,Hillingdon,2,London Borough,London,Let London Live,Let London Live,Let London Live,Minor,0.0,0.0983959601960493,0.098396,LAB,False,12.0,OTHER,#9CA3AF
E09000017,Hillingdon,2,London Borough,London,National Health Action Party,National Health Action Party,National Health Action Party,Minor,0.0,0.1016448834100698,0.101645,LAB,False,11.0,OTHER,#9CA3AF
E09000017,Hillingdon,2,London Borough,London,REFORM,REFORM,REFORM,,0.0,0.1355265112134264,0.135527,LAB,False,9.0,REFORM,#6B2FBE
E09000017,Hillingdon,2,London Borough,London,Social Democratic Party,Social Democratic Party,Social Democratic Party,Minor,0.0,0.110927521164414,0.110928,LAB,False,10.0,OTHER,#9CA3AF
E09000017,Hillingdon,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0,0.2051462943710084,0.205146,LAB,False,7.0,OTHER,#9CA3AF
E09000017,Hillingdon,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.7648893509579682,0.764889,LAB,False,4.0,OTHER,#9CA3AF
E09000018,Hounslow,2,London Borough,London,CON,CON,CON,,28.75334414166612,18.420013491502,-10.333331,LAB,False,2.0,CON,#0087DC
E09000018,Hounslow,2,London Borough,London,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Minor,0.2805816422307997,0.0,-0.280582,LAB,False,5.0,OTHER,#9CA3AF
E09000018,Hounslow,2,London Borough,London,GREEN,GREEN,GREEN,,7.829683429621189,3.6373582980963817,-4.192325,LAB,False,3.0,GREEN,#02A95B
E09000018,Hounslow,2,London Borough,London,IND,IND,IND,Independent,0.8322081624663077,0.6322084930650389,-0.2,LAB,False,7.0,IND,#6B7280
E09000018,Hounslow,2,London Borough,London,LAB,LAB,LAB,,54.06492026763172,69.92053176261538,15.855611,LAB,True,1.0,LAB,#E4003B
E09000018,Hounslow,2,London Borough,London,LD,LD,LD,,8.092697348277609,6.961697296763685,-1.131,LAB,False,4.0,LD,#FAA61A
E09000018,Hounslow,2,London Borough,London,Renew,Renew,Renew,Minor,0.0767960487680006,0.0,-0.076796,LAB,False,9.0,OTHER,#9CA3AF
E09000018,Hounslow,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0697689593382489,0.2126556869971536,0.142887,LAB,False,8.0,OTHER,#9CA3AF
E09000018,Hounslow,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.2155349709603645,0.215535,LAB,False,6.0,OTHER,#9CA3AF
E09000019,Islington,2,London Borough,London,CON,CON,CON,,9.716163021280376,30.64195746638886,20.925794,CON,True,1.0,CON,#0087DC
E09000019,Islington,2,London Borough,London,Communist Party Of Britain,Communist Party Of Britain,Communist Party Of Britain,Minor,0.0,0.0314319692290742,0.031432,CON,False,10.0,OTHER,#9CA3AF
E09000019,Islington,2,London Borough,London,GREEN,GREEN,GREEN,,16.413413443040223,1.6412672592294957,-14.772146,CON,False,2.0,GREEN,#02A95B
E09000019,Islington,2,London Borough,London,IND,IND,IND,Independent,0.0,0.0874910483695881,0.087491,CON,False,7.0,IND,#6B7280
E09000019,Islington,2,London Borough,London,Independents For Direct Democracy,Independents For Direct Democracy,Independents For Direct Democracy,Minor,0.0580104774025512,0.0,-0.05801,CON,False,9.0,IND,#6B7280
E09000019,Islington,2,London Borough,London,LAB,LAB,LAB,,60.58661615414213,60.574265318224384,-0.012351,CON,False,12.0,LAB,#E4003B
E09000019,Islington,2,London Borough,London,LD,LD,LD,,12.303548702163551,6.528452412970711,-5.775096,CON,False,3.0,LD,#FAA61A
E09000019,Islington,2,London Borough,London,REFORM,REFORM,REFORM,,0.1444342498594134,0.3101071603322067,0.165673,CON,False,5.0,REFORM,#6B2FBE
E09000019,Islington,2,London Borough,London,Social Democratic Party,Social Democratic Party,Social Democratic Party,Minor,0.0,0.0110173912761703,0.011017,CON,False,13.0,OTHER,#9CA3AF
E09000019,Islington,2,London Borough,London,The Socialist Party Of Great Britain,The Socialist Party Of Great Britain,The Socialist Party Of Great Britain,Minor,0.03078106964217,0.0,-0.030781,CON,False,11.0,OTHER,#9CA3AF
E09000019,Islington,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0,0.0712890023752199,0.071289,CON,False,8.0,OTHER,#9CA3AF
E09000019,Islington,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.1027209716042941,0.102721,CON,False,6.0,OTHER,#9CA3AF
E09000019,Islington,2,London Borough,London,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,0.7470328824695889,0.0,-0.747033,CON,False,4.0,OTHER,#9CA3AF
E09000020,Kensington and Chelsea,2,London Borough,London,Advance Together,Advance Together,Advance Together,Minor,2.329327588251571,0.0,-2.329328,LAB,False,4.0,OTHER,#9CA3AF
E09000020,Kensington and Chelsea,2,London Borough,London,CON,CON,CON,,51.59801557496937,30.5680212851987,-21.029994,LAB,False,2.0,CON,#0087DC
E09000020,Kensington and Chelsea,2,London Borough,London,GREEN,GREEN,GREEN,,0.4407637269241412,1.0472876846356207,0.606524,LAB,False,6.0,GREEN,#02A95B
E09000020,Kensington and Chelsea,2,London Borough,London,IND,IND,IND,Independent,0.0573190496896865,0.1936833277591138,0.136364,LAB,False,8.0,IND,#6B7280
E09000020,Kensington and Chelsea,2,London Borough,London,Independents For Direct Democracy,Independents For Direct Democracy,Independents For Direct Democracy,Minor,0.0266830058900264,0.0,-0.026683,LAB,False,9.0,IND,#6B7280
E09000020,Kensington and Chelsea,2,London Borough,London,LAB,LAB,LAB,,32.88038107285448,63.678885022987416,30.798504,LAB,True,1.0,LAB,#E4003B
E09000020,Kensington and Chelsea,2,London Borough,London,LD,LD,LD,,12.353243467604855,3.470326016962267,-8.882917,LAB,False,3.0,LD,#FAA61A
E09000020,Kensington and Chelsea,2,London Borough,London,REFORM,REFORM,REFORM,,0.3142665138158674,0.1367763706340133,-0.17749,LAB,False,7.0,REFORM,#6B2FBE
E09000020,Kensington and Chelsea,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.9050202918228696,0.90502,LAB,False,5.0,OTHER,#9CA3AF
E09000021,Kingston upon Thames,2,London Borough,London,CON,CON,CON,,30.59073565418412,12.573662056524354,-18.017074,LAB,False,3.0,CON,#0087DC
E09000021,Kingston upon Thames,2,London Borough,London,GREEN,GREEN,GREEN,,3.253209709292932,8.147378778767834,4.894169,LAB,False,4.0,GREEN,#02A95B
E09000021,Kingston upon Thames,2,London Borough,London,IND,IND,IND,Independent,0.0677363626194707,0.1164379817416498,0.048702,LAB,False,12.0,IND,#6B7280
E09000021,Kingston upon Thames,2,London Borough,London,Kingston Independent Residents Group,Kingston Independent Residents Group,ILP,ILP,2.329136578878684,4.414803476739737,2.085667,LAB,False,5.0,IND,#6B7280
E09000021,Kingston upon Thames,2,London Borough,London,LAB,LAB,LAB,,11.856349196485166,63.59099108948778,51.734642,LAB,True,1.0,LAB,#E4003B
E09000021,Kingston upon Thames,2,London Borough,London,LD,LD,LD,,51.68595185125343,9.36478434373804,-42.321168,LAB,False,2.0,LD,#FAA61A
E09000021,Kingston upon Thames,2,London Borough,London,Official Monster Raving Loony Party,Official Monster Raving Loony Party,Official Monster Raving Loony Party,Minor,0.0509576305944642,0.2591155086645165,0.208158,LAB,False,8.0,OTHER,#9CA3AF
E09000021,Kingston upon Thames,2,London Borough,London,REFORM,REFORM,REFORM,,0.1659230166917311,0.0163997157382605,-0.149523,LAB,False,9.0,REFORM,#6B2FBE
E09000021,Kingston upon Thames,2,London Borough,London,The Liberal Party,The Liberal Party,The Liberal Party,Minor,0.0,0.053025747553709,0.053026,LAB,False,11.0,OTHER,#9CA3AF
E09000021,Kingston upon Thames,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0,0.3569671459028043,0.356967,LAB,False,7.0,OTHER,#9CA3AF
E09000021,Kingston upon Thames,2,London Borough,London,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,0.0,0.9905428305909364,0.990543,LAB,False,6.0,OTHER,#9CA3AF
E09000021,Kingston upon Thames,2,London Borough,London,Women'S Equality Party,Women'S Equality Party,Women'S Equality Party,Minor,0.0,0.1158913245503744,0.115891,LAB,False,10.0,OTHER,#9CA3AF
E09000022,Lambeth,2,London Borough,London,CON,CON,CON,,12.76659553106134,15.29109468281151,2.524499,LAB,False,5.0,CON,#0087DC
E09000022,Lambeth,2,London Borough,London,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Duma Polska = Polish Pride,Minor,0.0160815726908817,0.0,-0.016082,LAB,False,13.0,OTHER,#9CA3AF
E09000022,Lambeth,2,London Borough,London,Federalist Party Of The United Kingdom,Federalist Party Of The United Kingdom,Federalist Party Of The United Kingdom,Minor,0.0113005645935925,0.0,-0.011301,LAB,False,14.0,OTHER,#9CA3AF
E09000022,Lambeth,2,London Borough,London,GREEN,GREEN,GREEN,,18.78545008844865,7.772950133535297,-11.0125,LAB,False,1.0,GREEN,#02A95B
E09000022,Lambeth,2,London Borough,London,Herne Hill Community & Libraries Campaign,Herne Hill Community & Libraries Campaign,ILP,ILP,0.3064191553262603,0.0,-0.306419,LAB,False,10.0,IND,#6B7280
E09000022,Lambeth,2,London Borough,London,IND,IND,IND,Independent,0.325543187715417,0.0,-0.325543,LAB,False,9.0,IND,#6B7280
E09000022,Lambeth,2,London Borough,London,LAB,LAB,LAB,,54.72037622187354,61.69851991990949,6.978144,LAB,True,2.0,LAB,#E4003B
E09000022,Lambeth,2,London Borough,London,LD,LD,LD,,11.935569396332532,9.102170600157605,-2.833399,LAB,False,4.0,LD,#FAA61A
E09000022,Lambeth,2,London Borough,London,Pirate Party Uk,Pirate Party Uk,Pirate Party Uk,Minor,0.0551989116687022,0.0,-0.055199,LAB,False,11.0,OTHER,#9CA3AF
E09000022,Lambeth,2,London Borough,London,REFORM,REFORM,REFORM,,0.3416247604062987,0.0085855070508476,-0.333039,LAB,False,8.0,REFORM,#6B2FBE
E09000022,Lambeth,2,London Borough,London,The Socialist Party Of Great Britain,The Socialist Party Of Great Britain,The Socialist Party Of Great Britain,Minor,0.0,0.0095053828062956,0.009505,LAB,False,15.0,OTHER,#9CA3AF
E09000022,Lambeth,2,London Borough,London,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Trade Unionist And Socialist Coalition,Minor,0.0486793551723988,0.0950538280629563,0.046374,LAB,False,12.0,OTHER,#9CA3AF
