authority_code,authority_name,tier,tier_label,region,election_year,fi_value,n_parties,turnout_pct,is_whole_council,n_wards_observed
E09000025,Newham,2,London Borough,London,2022,2.0992194083659856,9,24.193131212537484,True,52
E09000026,Redbridge,2,London Borough,London,2014,2.8680959974838642,9,14.360909238298065,False,21
E09000026,Redbridge,2,London Borough,London,2016,3.3554650771346224,6,54.13642960812772,False,1
E09000026,Redbridge,2,London Borough,London,2018,2.1410645208227135,6,12.321085857865375,False,22
E09000026,Redbridge,2,London Borough,London,2022,1.953884686892253,7,25.11638983259188,True,40
E09000027,Richmond upon Thames,2,London Borough,London,2014,3.087971958179511,6,16.889916757044052,False,18
E09000027,Richmond upon Thames,2,London Borough,London,2018,2.688617149090624,8,20.026208860103136,False,18
E09000027,Richmond upon Thames,2,London Borough,London,2022,2.714919285235984,8,30.324577338230682,True,40
E09000028,Southwark,2,London Borough,London,2014,3.200894741503169,8,13.099548641493072,False,21
E09000028,Southwark,2,London Borough,London,2015,3.269015059314144,7,57.7473722363175,False,1
E09000028,Southwark,2,London Borough,London,2016,2.7841995061877616,7,47.7680412371134,False,2
E09000028,Southwark,2,London Borough,London,2018,2.6434472513682095,10,11.326070692140654,False,23
E09000028,Southwark,2,London Borough,London,2022,2.186071793182041,10,26.425771468577775,True,55
E09000029,Sutton,2,London Borough,London,2014,3.304192200020042,10,15.682971762037155,False,18
E09000029,Sutton,2,London Borough,London,2018,3.1681716255786396,8,15.49237495906464,False,18
E09000029,Sutton,2,London Borough,London,2022,2.27915513901601,8,26.858282538623982,True,44
E09000030,Tower Hamlets,2,London Borough,London,2014,3.4236095792023415,10,19.17158381410081,False,20
E09000030,Tower Hamlets,2,London Borough,London,2018,3.668578165363431,9,20.118243520846686,False,20
E09000030,Tower Hamlets,2,London Borough,London,2022,3.103964598082096,10,29.256870088028506,True,45
E09000031,Waltham Forest,2,London Borough,London,2014,2.8833626446101905,8,14.291214907665795,False,19
E09000031,Waltham Forest,2,London Borough,London,2018,2.4416833276010674,9,14.172617707449335,False,19
E09000031,Waltham Forest,2,London Borough,London,2022,1.86383926919194,8,25.812807507161637,True,46
E09000032,Wandsworth,2,London Borough,London,2014,2.7075373495657002,8,13.90077258331472,False,20
E09000032,Wandsworth,2,London Borough,London,2015,2.5746777719927025,5,72.51201098146876,False,1
E09000032,Wandsworth,2,London Borough,London,2018,2.7229874832327514,9,15.92024695106523,False,20
E09000032,Wandsworth,2,London Borough,London,2022,1.9832391082567389,8,30.371213966160987,True,45
E09000033,Westminster,2,London Borough,London,2014,2.583979456752948,6,12.032376253001221,False,20
E09000033,Westminster,2,London Borough,London,2015,2.008004828326623,3,61.39504982320797,False,1
E09000033,Westminster,2,London Borough,London,2016,1.888768025894622,5,43.89551391254969,False,1
E09000033,Westminster,2,London Borough,London,2018,2.5467164798973716,7,12.865617365777352,False,20
E09000033,Westminster,2,London Borough,London,2022,2.1337278344692057,8,24.398752603933062,True,33
