scenario_id,authority_code,authority_name,tier,election_active_2026,metric,P10,P50,P90,notes,point_estimate
S4,E08000008,Tameside,1,True,swing_concentration,1.0,1.0,2.928377333333333,copied_from_s0,1.0
S4,E08000008,Tameside,1,True,turnout_delta,-7.888086666666666,1.391313333333334,11.044413333333335,,3.0
S4,E08000008,Tameside,1,True,volatility_score,-14.493585466666666,-4.104902466666667,16.29055053333333,copied_from_s0,0.0
S5,E08000008,Tameside,1,True,delta_fi,-1.0182482666666666,0.1300747333333334,0.9545807333333333,copied_from_s0,0.0
S5,E08000008,Tameside,1,True,swing_concentration,1.0,1.0,2.928377333333333,copied_from_s0,1.0
S5,E08000008,Tameside,1,True,turnout_delta,-10.888086666666666,-1.608686666666666,6.440913333333334,copied_from_s0,0.0
S5,E08000008,Tameside,1,True,volatility_score,-14.493585466666666,-4.104902466666667,16.29055053333333,copied_from_s0,0.0
S0,E08000009,Trafford,1,True,delta_fi,-1.0505512666666665,0.03308073333333342,0.9545807333333333,,0.0
S0,E08000009,Trafford,1,True,swing_concentration,1.0,1.0,2.2839253333333334,,1.0
S0,E08000009,Trafford,1,True,turnout_delta,-10.888086666666666,-1.0026866666666658,6.440913333333334,,0.0
S0,E08000009,Trafford,1,True,volatility_score,-14.493585466666666,-2.7734704666666676,17.483210533333335,,0.0
S1,E08000009,Trafford,1,True,delta_fi,-1.1191659195250483,-0.035533919525048335,0.8859660804749515,,-0.06861465285838175
S1,E08000009,Trafford,1,True,swing_concentration,1.4543523333333193,2.8640163333333186,4.928377333333319,,2.999999999999986
S1,E08000009,Trafford,1,True,turnout_delta,-13.069386666666666,-1.608686666666666,6.440913333333334,,0.0
S1,E08000009,Trafford,1,True,volatility_score,-11.777771793095864,-0.8077777930958632,18.256243206904134,,1.9656926735708045
S2,E08000009,Trafford,1,True,delta_fi,-0.9692751403363051,0.17904785966369482,1.0035538596636946,,0.04897312633036144
S2,E08000009,Trafford,1,True,swing_concentration,1.8747243333333405,2.8640163333333395,4.92837733333334,,3.0000000000000067
S2,E08000009,Trafford,1,True,turnout_delta,-10.888086666666666,-1.608686666666666,6.440913333333334,,0.0
S2,E08000009,Trafford,1,True,volatility_score,-12.218977903501486,-1.2489839035014834,19.007697096498518,,1.5244865631651843
S3,E08000009,Trafford,1,True,delta_fi,-1.15843797247282,-0.010114972472820033,0.8143910275271798,,-0.14018970580615342
S3,E08000009,Trafford,1,True,swing_concentration,1.874724333333322,2.9167603333333214,4.928377333333321,,2.999999999999988
S3,E08000009,Trafford,1,True,turnout_delta,-10.888086666666666,-0.39668666666666574,6.440913333333334,,0.0
S3,E08000009,Trafford,1,True,volatility_score,-9.813559319569752,-0.17499731956974962,21.413115680430252,,3.9299051470969175
S4,E08000009,Trafford,1,True,delta_fi,-1.0505512666666665,0.03308073333333342,0.9545807333333333,copied_from_s0,0.0
S4,E08000009,Trafford,1,True,swing_concentration,1.0,1.0,2.2839253333333334,copied_from_s0,1.0
S4,E08000009,Trafford,1,True,turnout_delta,-10.888086666666666,-0.39668666666666574,8.044413333333335,,0.0
S4,E08000009,Trafford,1,True,volatility_score,-14.493585466666666,-2.7734704666666676,17.483210533333335,copied_from_s0,0.0
S5,E08000009,Trafford,1,True,delta_fi,-1.0505512666666665,0.03308073333333342,0.9545807333333333,copied_from_s0,0.0
S5,E08000009,Trafford,1,True,swing_concentration,1.0,1.0,2.2839253333333334,copied_from_s0,1.0
S5,E08000009,Trafford,1,True,turnout_delta,-10.888086666666666,-1.0026866666666658,6.440913333333334,copied_from_s0,0.0
S5,E08000009,Trafford,1,True,volatility_score,-14.493585466666666,-2.7734704666666676,17.483210533333335,copied_from_s0,0.0
S0,E08000010,Wigan,1,True,delta_fi,-1.0505512666666665,0.1300747333333334,0.8801837333333334,,0.0
S0,E08000010,Wigan,1,True,swing_concentration,1.0,1.0,2.2839253333333334,,1.0
S0,E08000010,Wigan,1,True,turnout_delta,-10.888086666666666,-0.39668666666666574,8.044413333333335,,0.0
S0,E08000010,Wigan,1,True,volatility_score,-14.493585466666666,-4.104902466666667,16.29055053333333,,0.0
S1,E08000010,Wigan,1,True,delta_fi,-0.9677876308947138,0.1158443691052862,0.9629473691052862,,0.08276363577195278
S1,E08000010,Wigan,1,True,swing_concentration,4.454352333333376,5.8640163333333755,7.283925333333376,,6.000000000000043
S1,E08000010,Wigan,1,True,turnout_delta,-10.888086666666666,-0.39668666666666574,6.440913333333334,,0.0
S1,E08000010,Wigan,1,True,volatility_score,-11.702082648780703,-0.7320886487807021,19.5245923512193,,2.0413818178859655
S2,E08000010,Wigan,1,True,delta_fi,-1.08295236669203,0.06537063330796997,0.8898766333079698,,-0.06470410002536342
S2,E08000010,Wigan,1,True,swing_concentration,4.454352333333334,5.916760333333334,7.928377333333334,,6.000000000000001
S2,E08000010,Wigan,1,True,turnout_delta,-10.888086666666666,-1.608686666666666,6.440913333333334,,0.0
S2,E08000010,Wigan,1,True,volatility_score,-12.27581651667935,-1.3058225166793496,17.758198483320648,,1.467647949987318
S3,E08000010,Wigan,1,True,delta_fi,-0.8578378864603138,0.2904851135396862,1.114991113539686,,0.1604103802063528
S3,E08000010,Wigan,1,True,swing_concentration,4.874724333333334,5.864016333333333,7.928377333333334,,6.0
S3,E08000010,Wigan,1,True,turnout_delta,-10.888086666666666,-1.608686666666666,6.440913333333334,,0.0
S3,E08000010,Wigan,1,True,volatility_score,-10.41338027656349,1.3067347234365068,20.370755723436506,,4.080205190103174
S4,E08000010,Wigan,1,True,delta_fi,-1.0505512666666665,0.1300747333333334,0.8801837333333334,copied_from_s0,0.0
S4,E08000010,Wigan,1,True,swing_concentration,1.0,1.0,2.2839253333333334,copied_from_s0,1.0
S4,E08000010,Wigan,1,True,turnout_delta,-7.888086666666666,2.6033133333333343,11.044413333333335,,3.0
S4,E08000010,Wigan,1,True,volatility_score,-14.493585466666666,-4.104902466666667,16.29055053333333,copied_from_s0,0.0
S5,E08000010,Wigan,1,True,delta_fi,-1.0505512666666665,0.1300747333333334,0.8801837333333334,copied_from_s0,0.0
S5,E08000010,Wigan,1,True,swing_concentration,1.0,1.0,2.2839253333333334,copied_from_s0,1.0
